event_id,citizen_id,city_zone,temperature_c,air_quality_index,energy_consumption_kwh,transport_mode,activity_type,noise_db,timestamp,renewable_energy_source,security_alert_flag,predicted_crowd_density
9446,33506,Hydra Loop,25.52,119,0.333,HyperLoop,Shopping,66.6,2032-06-10 16:27:45,HydroGrid,0,0.18
9447,22022,Quantum Bay,19.36,88,0.237,MagRail,Work,49.8,2032-11-10 06:20:58,HydroGrid,1,0.67
9448,57026,AeroTech District,32.18,147,0.917,Walk,Leisure,77.4,2032-05-10 23:47:04,FusionCell,0,0.5
9449,16760,Quantum Bay,28.93,68,1.519,Walk,Shopping,71.7,2032-03-15 09:42:27,FusionCell,0,0.15
9450,72471,Solaris Sector,25.32,161,1.298,MagRail,Delivery,73.0,2032-03-30 09:57:41,Solar,0,0.66
9451,65667,Neon Habitat,28.53,105,6.116,E-Bike,Shopping,70.8,2032-12-27 11:50:41,HydroGrid,0,0.35
9452,47672,Solaris Sector,28.88,107,1.601,Walk,Delivery,63.9,2032-06-27 08:33:36,HydroGrid,0,0.66
9453,36671,Neon Habitat,33.56,50,0.086,HoverCab,Work,76.6,2032-09-26 17:13:47,FusionCell,0,0.97
9454,95861,Quantum Bay,31.55,156,0.86,E-Bike,Shopping,81.7,2032-08-07 03:28:12,Solar,0,0.58
9455,72088,Neon Habitat,32.64,150,0.333,Walk,Health,69.6,2032-03-14 21:30:25,HydroGrid,0,0.85
9456,82970,AeroTech District,29.77,89,1.654,E-Bike,Health,62.7,2032-04-27 04:41:04,HydroGrid,1,0.76
9457,28874,Solaris Sector,34.78,120,3.35,Walk,Delivery,59.8,2032-08-11 11:51:55,FusionCell,0,0.11
9458,31193,Quantum Bay,28.97,111,0.117,HyperLoop,Health,60.0,2032-06-03 10:47:58,HydroGrid,0,0.52
9459,50292,Quantum Bay,32.19,76,2.335,MagRail,Leisure,71.8,2032-08-26 22:17:43,Wind,0,0.2
9460,80813,AeroTech District,23.04,72,2.327,E-Bike,Shopping,48.1,2032-10-24 10:55:24,HydroGrid,0,0.12
9461,49541,Neon Habitat,21.88,102,3.377,MagRail,Shopping,60.7,2032-05-13 14:17:06,HydroGrid,0,0.18
9462,35514,Solaris Sector,27.59,108,3.56,MagRail,Delivery,53.3,2032-04-15 09:23:51,Solar,0,0.33
9463,26099,Neon Habitat,32.88,172,4.079,Walk,Delivery,48.1,2032-12-25 11:11:33,FusionCell,0,0.89
9464,36303,AeroTech District,30.13,153,2.18,Walk,Leisure,69.2,2032-03-05 11:14:39,FusionCell,0,1.0
9465,51921,Solaris Sector,25.15,81,1.27,HyperLoop,Health,57.0,2032-11-04 12:44:00,Wind,0,0.71
9466,52188,AeroTech District,34.16,126,2.118,HoverCab,Delivery,56.0,2032-07-20 17:40:56,FusionCell,0,0.9
9467,71520,AeroTech District,32.08,75,0.167,E-Bike,Health,60.2,2032-08-12 23:02:28,FusionCell,0,0.55
9468,12487,Quantum Bay,25.91,172,0.907,E-Bike,Commute,79.4,2032-04-26 00:49:11,Solar,0,0.46
9469,59317,Hydra Loop,25.45,156,4.317,HyperLoop,Shopping,63.0,2032-10-27 00:59:45,Wind,0,0.61
9470,35689,AeroTech District,27.81,54,3.29,HoverCab,Shopping,48.9,2032-09-04 02:01:23,Wind,0,0.93
9471,50079,Neon Habitat,28.48,117,8.585,HyperLoop,Delivery,56.5,2032-11-12 15:03:29,Wind,0,0.4
9472,98205,AeroTech District,28.27,28,4.871,MagRail,Health,63.9,2032-08-24 20:59:48,Solar,0,0.22
9473,29049,Hydra Loop,34.03,88,0.029,HoverCab,Commute,62.8,2032-09-26 08:45:09,FusionCell,0,0.18
9474,99895,Hydra Loop,25.43,100,1.83,E-Bike,Commute,74.4,2032-01-29 00:02:19,Wind,0,0.44
9475,36315,Solaris Sector,32.62,117,5.386,Walk,Shopping,57.8,2032-10-20 05:39:43,Solar,0,0.46
9476,90310,Quantum Bay,32.71,121,5.206,HyperLoop,Shopping,48.8,2032-06-08 09:44:00,Solar,0,0.69
9477,67470,Quantum Bay,26.09,62,2.241,E-Bike,Health,71.3,2032-09-30 02:46:06,FusionCell,0,0.77
9478,23658,Neon Habitat,26.6,94,2.051,E-Bike,Delivery,73.4,2032-06-07 10:39:51,Wind,0,0.35
9479,17094,Solaris Sector,36.48,58,1.2,Walk,Commute,67.4,2032-11-13 00:22:31,HydroGrid,0,0.64
9480,53426,Quantum Bay,27.95,137,1.511,E-Bike,Leisure,52.2,2032-02-01 09:28:49,Solar,0,0.18
9481,18995,Neon Habitat,31.36,44,6.745,E-Bike,Health,60.6,2032-09-17 18:50:14,HydroGrid,0,0.38
9482,31854,Hydra Loop,32.54,126,5.084,MagRail,Commute,67.0,2032-12-29 12:12:19,Wind,0,0.92
9483,63777,Neon Habitat,27.88,144,1.875,HyperLoop,Shopping,43.0,2032-12-29 02:26:16,Solar,0,0.19
9484,36558,AeroTech District,23.66,112,1.1,MagRail,Commute,74.5,2032-09-03 06:33:08,Solar,0,0.67
9485,93412,Quantum Bay,23.66,112,0.809,Walk,Shopping,67.2,2032-03-06 18:56:17,FusionCell,0,0.56
9486,16877,Hydra Loop,36.71,66,0.597,MagRail,Shopping,75.8,2032-01-08 17:20:47,HydroGrid,0,0.23
9487,89205,Neon Habitat,28.27,109,0.018,E-Bike,Work,54.5,2032-11-27 20:23:03,Wind,0,0.23
9488,46258,AeroTech District,31.78,70,2.669,E-Bike,Delivery,72.3,2032-11-15 16:02:42,FusionCell,0,0.28
9489,96882,Solaris Sector,28.26,101,2.233,HyperLoop,Leisure,73.2,2032-08-05 03:46:49,Solar,0,0.22
9490,64868,AeroTech District,29.96,130,0.759,E-Bike,Leisure,70.5,2032-07-31 07:52:27,Wind,0,0.73
9491,54612,Hydra Loop,33.04,60,5.454,HoverCab,Leisure,81.6,2032-01-25 10:56:26,FusionCell,0,0.8
9492,75387,Neon Habitat,30.68,139,2.288,Walk,Delivery,62.5,2032-03-29 23:19:33,FusionCell,0,0.19
9493,52429,Solaris Sector,25.81,156,5.845,MagRail,Delivery,60.8,2032-08-10 23:42:36,Wind,0,0.52
9494,64179,Solaris Sector,30.23,119,2.833,MagRail,Delivery,62.7,2032-01-03 15:27:57,Solar,0,0.2
9495,61288,Solaris Sector,29.1,87,1.6,E-Bike,Health,74.7,2032-09-02 02:15:08,HydroGrid,0,0.8
9496,24347,Hydra Loop,28.37,26,0.201,Walk,Health,69.4,2032-12-09 15:37:02,Solar,0,0.82
9497,72082,Quantum Bay,26.82,114,2.613,E-Bike,Health,60.1,2032-08-04 19:26:55,FusionCell,0,0.24
9498,35886,Quantum Bay,21.09,164,6.359,Walk,Commute,59.6,2032-02-18 22:26:09,FusionCell,0,0.98
9499,98261,Hydra Loop,34.24,151,0.534,E-Bike,Leisure,71.4,2032-09-24 17:49:43,FusionCell,0,0.35
9500,21423,Quantum Bay,29.87,21,0.274,HyperLoop,Shopping,65.7,2032-09-02 14:11:17,Wind,0,0.74
9501,12553,Hydra Loop,30.25,70,4.074,MagRail,Shopping,55.8,2032-08-26 04:25:23,HydroGrid,0,0.59
9502,57108,AeroTech District,32.3,56,6.679,HoverCab,Leisure,42.1,2032-01-01 12:41:40,Solar,0,0.72
9503,65906,Solaris Sector,32.04,33,0.233,HyperLoop,Delivery,59.9,2032-01-27 11:27:32,FusionCell,0,0.24
9504,32559,AeroTech District,25.2,51,0.011,HoverCab,Delivery,73.9,2032-10-25 03:04:42,HydroGrid,0,0.49
9505,14275,AeroTech District,27.85,162,0.233,HoverCab,Commute,47.9,2032-06-25 18:11:54,Solar,0,0.35
9506,97680,AeroTech District,23.61,125,3.231,Walk,Health,67.4,2032-11-11 01:02:01,FusionCell,0,0.65
9507,34671,Quantum Bay,21.11,115,7.524,Walk,Shopping,72.3,2032-04-21 04:17:51,Wind,0,1.0
9508,18337,Quantum Bay,31.84,52,3.869,HyperLoop,Work,50.3,2032-09-08 05:35:22,HydroGrid,0,0.19
9509,89722,Solaris Sector,27.62,158,0.82,Walk,Health,50.9,2032-11-08 02:49:57,Solar,0,0.18
9510,19563,Quantum Bay,24.38,165,1.521,HoverCab,Health,58.4,2032-08-24 01:58:15,HydroGrid,0,0.89
9511,32120,Solaris Sector,22.96,46,0.887,Walk,Commute,53.2,2032-03-03 17:15:48,Wind,0,0.91
9512,32532,Quantum Bay,27.24,34,5.081,HoverCab,Health,69.4,2032-04-03 13:23:08,FusionCell,0,0.27
9513,89331,Neon Habitat,27.04,20,0.419,HyperLoop,Health,76.4,2032-04-29 04:16:27,FusionCell,0,0.42
9514,45444,Neon Habitat,31.31,145,0.475,MagRail,Leisure,61.9,2032-04-19 13:40:24,HydroGrid,0,0.91
9515,49118,Neon Habitat,34.3,78,7.491,E-Bike,Work,66.8,2032-02-20 09:04:14,HydroGrid,0,0.31
9516,62686,Hydra Loop,31.46,133,0.989,Walk,Leisure,57.2,2032-08-05 10:41:35,Wind,0,0.71
9517,93131,Solaris Sector,25.45,137,5.28,HyperLoop,Shopping,67.8,2032-06-26 16:28:44,Solar,0,0.72
9518,34433,Solaris Sector,30.42,122,2.115,E-Bike,Shopping,58.9,2032-05-19 04:54:49,Solar,0,0.63
9519,51666,Solaris Sector,28.71,140,7.004,HyperLoop,Health,61.4,2032-07-26 13:52:11,Solar,0,0.87
9520,55827,Hydra Loop,18.26,77,1.534,HoverCab,Health,75.5,2032-04-14 03:41:28,Wind,0,0.86
9521,39350,Quantum Bay,38.32,52,0.204,E-Bike,Leisure,55.5,2032-12-17 10:29:55,Solar,0,0.59
9522,95570,Quantum Bay,23.81,118,2.971,HyperLoop,Work,59.7,2032-05-25 02:44:25,Solar,0,0.43
9523,25419,Solaris Sector,33.78,37,1.307,HyperLoop,Health,49.9,2032-01-14 17:35:41,Solar,0,0.85
9524,87271,Quantum Bay,24.82,154,0.639,Walk,Delivery,51.9,2032-02-28 09:14:30,Solar,0,0.54
9525,10616,Quantum Bay,35.36,163,0.874,HyperLoop,Commute,58.4,2032-08-16 22:59:01,FusionCell,0,0.97
9526,95133,AeroTech District,32.42,100,0.336,E-Bike,Delivery,54.9,2032-05-01 15:44:19,Solar,0,0.88
9527,64877,Solaris Sector,30.45,44,0.246,Walk,Leisure,72.7,2032-04-29 16:30:21,Wind,0,0.7
9528,49350,Quantum Bay,29.08,178,4.049,Walk,Shopping,72.0,2032-06-07 01:23:53,Solar,0,0.25
9529,11401,Solaris Sector,27.64,139,1.362,E-Bike,Work,87.1,2032-04-09 23:59:33,HydroGrid,0,0.7
9530,13107,AeroTech District,28.29,40,2.072,HoverCab,Delivery,75.1,2032-06-08 08:30:41,FusionCell,0,0.87
9531,24068,Quantum Bay,24.52,102,1.839,HyperLoop,Commute,72.1,2032-12-09 01:50:39,Solar,0,0.8
9532,68032,Hydra Loop,23.44,71,1.015,HyperLoop,Commute,60.2,2032-02-19 06:54:18,Wind,0,0.58
9533,61661,Neon Habitat,35.06,69,1.756,E-Bike,Delivery,75.4,2032-02-03 10:28:57,Solar,0,0.93
9534,36336,Solaris Sector,28.64,152,0.308,E-Bike,Health,54.9,2032-01-16 04:16:51,FusionCell,0,0.69
9535,28887,Solaris Sector,28.86,133,9.326,MagRail,Commute,71.2,2032-06-04 08:21:32,Wind,0,0.84
9536,40030,AeroTech District,29.44,136,2.547,MagRail,Health,54.5,2032-01-22 11:35:10,Wind,0,0.48
9537,19971,Solaris Sector,28.75,131,1.955,HyperLoop,Work,58.1,2032-05-14 11:25:32,FusionCell,0,0.93
9538,15535,Quantum Bay,32.26,120,0.471,E-Bike,Delivery,66.2,2032-03-07 18:35:52,Solar,0,0.6
9539,88215,AeroTech District,27.64,161,0.67,MagRail,Work,73.0,2032-08-25 03:05:41,Solar,0,0.88
9540,35980,Quantum Bay,26.11,120,6.407,HoverCab,Health,64.9,2032-10-29 23:19:32,Wind,0,0.37
9541,81870,Quantum Bay,29.02,101,2.616,HyperLoop,Work,74.5,2032-01-18 14:19:25,Solar,0,0.98
9542,52411,Hydra Loop,24.65,95,7.774,HoverCab,Work,62.9,2032-11-20 23:11:37,FusionCell,0,0.79
9543,48563,Solaris Sector,27.4,20,5.399,Walk,Shopping,74.1,2032-08-10 17:01:53,FusionCell,0,0.44
9544,14166,Neon Habitat,39.17,48,0.763,MagRail,Delivery,51.5,2032-10-06 21:31:02,HydroGrid,0,0.88
9545,95290,Solaris Sector,22.19,75,2.276,E-Bike,Delivery,71.7,2032-05-04 02:28:26,HydroGrid,0,0.44
9546,34619,Quantum Bay,32.37,31,0.428,HyperLoop,Delivery,52.3,2032-12-16 20:26:53,Wind,1,0.96
9547,90849,AeroTech District,26.4,59,3.148,Walk,Shopping,69.6,2032-12-08 10:19:03,Wind,0,0.65
9548,55134,Solaris Sector,33.35,78,3.59,MagRail,Delivery,53.9,2032-10-13 14:12:36,HydroGrid,0,0.43
9549,59719,Quantum Bay,29.4,114,0.503,E-Bike,Delivery,63.4,2032-08-30 19:49:52,Solar,0,0.73
9550,82560,Solaris Sector,31.85,166,1.931,MagRail,Work,56.4,2032-07-03 18:58:24,HydroGrid,0,0.59
9551,59727,AeroTech District,26.03,122,0.009,HyperLoop,Commute,83.4,2032-05-05 09:20:06,FusionCell,0,0.61
9552,25945,Solaris Sector,31.73,147,1.836,HyperLoop,Delivery,60.8,2032-07-05 21:52:23,HydroGrid,0,0.98
9553,79504,Neon Habitat,26.55,119,2.558,Walk,Health,74.0,2032-06-16 23:05:44,HydroGrid,0,0.66
9554,72884,Hydra Loop,32.38,145,1.247,MagRail,Leisure,70.3,2032-02-15 11:08:26,Solar,0,0.4
9555,50388,Hydra Loop,30.64,88,5.951,HoverCab,Leisure,84.6,2032-02-13 20:50:32,HydroGrid,0,0.24
9556,31396,AeroTech District,30.89,30,0.429,HoverCab,Work,54.9,2032-10-17 19:17:44,HydroGrid,0,0.36
9557,72683,Quantum Bay,19.26,90,0.595,Walk,Work,67.8,2032-04-30 08:25:08,HydroGrid,0,0.56
9558,42673,Neon Habitat,26.22,176,1.131,HoverCab,Delivery,49.9,2032-09-21 19:38:36,Solar,0,0.41
9559,57000,Solaris Sector,24.38,89,0.637,E-Bike,Commute,69.7,2032-12-15 22:27:10,FusionCell,0,0.93
9560,60552,Quantum Bay,34.52,96,0.923,HoverCab,Delivery,62.0,2032-06-02 02:14:14,Wind,0,0.99
9561,69454,Hydra Loop,30.97,117,7.291,Walk,Delivery,56.3,2032-05-03 19:05:27,FusionCell,0,0.65
9562,79534,Quantum Bay,26.24,148,2.081,MagRail,Work,57.2,2032-04-19 02:40:04,FusionCell,0,0.58
9563,17344,Solaris Sector,28.61,69,0.941,MagRail,Delivery,66.1,2032-09-12 14:07:36,Solar,0,0.41
9564,45842,Solaris Sector,23.91,178,1.465,MagRail,Leisure,54.3,2032-03-22 08:17:47,FusionCell,0,0.96
9565,54885,Neon Habitat,24.48,24,0.014,MagRail,Health,71.7,2032-02-28 04:13:38,Solar,0,0.28
9566,73444,Quantum Bay,36.32,145,3.431,Walk,Shopping,62.4,2032-02-14 01:50:40,Wind,0,0.54
9567,19319,Hydra Loop,31.48,22,0.69,Walk,Delivery,72.0,2032-05-20 15:39:48,HydroGrid,0,0.87
9568,51748,Neon Habitat,34.9,164,1.25,MagRail,Leisure,65.2,2032-03-17 04:53:17,HydroGrid,0,0.69
9569,17177,Quantum Bay,30.15,23,1.652,E-Bike,Leisure,71.1,2032-04-08 21:19:55,FusionCell,0,0.73
9570,27164,Quantum Bay,34.03,121,1.811,Walk,Commute,60.5,2032-10-10 18:15:33,Wind,0,0.31
9571,32400,AeroTech District,32.83,52,3.662,E-Bike,Health,66.7,2032-09-13 22:17:16,HydroGrid,0,0.81
9572,93160,Quantum Bay,33.94,164,0.866,MagRail,Delivery,64.1,2032-07-19 08:58:42,HydroGrid,0,0.99
9573,57123,Quantum Bay,31.37,53,0.304,MagRail,Work,72.7,2032-07-31 14:04:24,Wind,0,0.8
9574,43257,AeroTech District,28.9,36,1.982,E-Bike,Health,65.0,2032-05-19 14:31:30,Solar,0,0.39
9575,81008,Solaris Sector,23.28,49,1.929,HyperLoop,Work,65.5,2032-08-23 08:56:21,FusionCell,0,0.47
9576,45142,Solaris Sector,34.79,33,0.659,MagRail,Shopping,72.4,2032-06-01 20:00:47,Solar,0,0.65
9577,45235,AeroTech District,31.95,150,5.232,Walk,Delivery,63.0,2032-07-23 10:05:51,Wind,0,0.75
9578,47795,Neon Habitat,25.13,42,0.145,MagRail,Delivery,53.6,2032-04-18 14:59:34,Solar,0,0.33
9579,23381,Quantum Bay,29.54,120,3.835,HyperLoop,Commute,75.2,2032-05-13 13:29:56,HydroGrid,0,0.98
9580,42140,AeroTech District,17.57,95,0.349,MagRail,Health,91.3,2032-01-06 11:49:37,Wind,0,0.89
9581,84119,Hydra Loop,25.86,25,5.84,HoverCab,Work,68.5,2032-05-24 00:30:20,FusionCell,0,0.98
9582,16030,Quantum Bay,35.0,119,1.315,HoverCab,Leisure,52.3,2032-12-04 00:34:45,HydroGrid,0,0.29
9583,46734,AeroTech District,32.05,114,0.868,MagRail,Delivery,68.9,2032-02-29 14:21:58,HydroGrid,0,0.99
9584,70625,AeroTech District,23.54,164,0.28,HyperLoop,Commute,68.6,2032-10-28 00:35:05,Solar,0,0.16
9585,86739,Quantum Bay,24.74,157,2.229,HoverCab,Health,58.6,2032-08-09 03:52:56,Wind,0,0.71
9586,88033,Quantum Bay,29.27,36,1.171,HoverCab,Commute,66.5,2032-11-21 16:55:48,Solar,1,0.69
9587,53623,Solaris Sector,23.41,37,0.21,HoverCab,Shopping,71.0,2032-05-06 11:51:07,FusionCell,0,0.28
9588,48740,Neon Habitat,28.92,23,5.495,MagRail,Work,61.3,2032-05-03 23:08:27,FusionCell,0,0.2
9589,93284,Neon Habitat,32.71,157,7.479,E-Bike,Health,48.5,2032-01-14 13:47:44,Wind,0,0.37
9590,15164,AeroTech District,28.13,173,4.456,Walk,Shopping,60.9,2032-05-15 14:25:44,HydroGrid,0,0.7
9591,21577,Hydra Loop,25.22,135,3.263,MagRail,Delivery,49.8,2032-08-28 09:05:31,Solar,0,0.14
9592,27083,Hydra Loop,27.68,47,0.3,MagRail,Shopping,60.7,2032-02-19 14:30:19,Solar,0,0.23
9593,38305,Neon Habitat,25.55,143,0.623,Walk,Commute,70.3,2032-09-02 09:18:30,Wind,0,0.44
9594,14872,Hydra Loop,27.1,38,2.732,E-Bike,Leisure,61.9,2032-06-06 15:18:03,FusionCell,0,0.53
9595,91057,Hydra Loop,30.55,75,2.544,HyperLoop,Delivery,75.5,2032-04-29 19:28:57,FusionCell,0,0.83
9596,11688,Neon Habitat,25.74,66,4.194,E-Bike,Shopping,78.6,2032-12-24 06:47:05,Wind,0,0.36
9597,79429,Neon Habitat,29.8,169,0.412,MagRail,Health,68.6,2032-03-06 13:33:49,Solar,0,0.13
9598,17317,Quantum Bay,32.51,147,12.493,E-Bike,Delivery,50.7,2032-12-05 22:06:31,FusionCell,0,0.33
9599,67998,AeroTech District,28.62,49,0.873,MagRail,Health,53.4,2032-02-08 23:13:12,Wind,0,0.48
9600,19810,AeroTech District,33.53,136,0.189,HyperLoop,Shopping,63.2,2032-01-01 02:30:42,Wind,0,0.28
9601,71382,Solaris Sector,29.68,115,0.364,HyperLoop,Health,65.6,2032-01-06 15:36:52,FusionCell,0,0.88
9602,51993,Hydra Loop,29.42,175,0.515,HoverCab,Health,79.3,2032-10-10 22:16:48,Wind,0,0.41
9603,90478,Quantum Bay,29.65,48,3.416,MagRail,Commute,60.4,2032-03-23 19:51:43,Wind,0,0.98
9604,29046,Neon Habitat,24.49,29,0.184,E-Bike,Delivery,58.3,2032-08-22 04:44:16,Solar,0,0.91
9605,54312,Solaris Sector,35.43,125,2.979,HoverCab,Leisure,50.6,2032-08-17 11:19:06,Wind,0,0.76
9606,44088,Hydra Loop,27.56,37,2.88,MagRail,Leisure,63.0,2032-08-18 16:13:31,Solar,0,0.12
9607,30888,AeroTech District,28.79,148,1.26,E-Bike,Shopping,68.9,2032-07-04 18:24:40,Solar,0,1.0
9608,77947,Hydra Loop,34.09,54,1.287,Walk,Leisure,76.6,2032-06-02 13:34:42,HydroGrid,0,0.66
9609,47959,AeroTech District,35.26,118,2.467,E-Bike,Shopping,66.4,2032-05-24 00:55:38,Solar,0,0.72
9610,17854,Neon Habitat,31.99,128,2.141,Walk,Shopping,57.5,2032-05-30 10:15:45,HydroGrid,0,0.53
9611,41245,Neon Habitat,27.87,128,1.518,MagRail,Shopping,62.1,2032-07-25 07:47:22,Solar,0,0.85
9612,52180,Hydra Loop,32.39,79,0.125,HoverCab,Work,70.4,2032-02-09 22:13:32,HydroGrid,0,0.86
9613,44837,AeroTech District,38.42,71,2.256,HoverCab,Shopping,60.8,2032-10-19 19:38:37,Wind,0,0.74
9614,64808,Hydra Loop,28.31,157,1.008,MagRail,Health,59.2,2032-05-02 02:01:42,HydroGrid,0,0.45
9615,41804,Quantum Bay,27.36,108,1.159,MagRail,Health,66.6,2032-08-04 15:45:41,Solar,0,0.25
9616,23025,Quantum Bay,26.12,112,4.458,HyperLoop,Delivery,96.8,2032-02-21 01:34:04,FusionCell,0,0.22
9617,46655,Neon Habitat,21.16,37,0.263,Walk,Shopping,66.7,2032-12-06 17:17:31,HydroGrid,0,0.41
9618,94544,Hydra Loop,31.76,131,8.276,MagRail,Health,69.1,2032-02-07 11:19:47,HydroGrid,0,0.67
9619,95639,Quantum Bay,28.45,84,6.383,E-Bike,Work,51.4,2032-03-12 12:38:59,Wind,0,0.93
9620,94235,Solaris Sector,25.06,81,1.923,HoverCab,Work,80.9,2032-11-19 20:27:50,HydroGrid,0,0.3
9621,99024,Solaris Sector,26.55,177,4.019,Walk,Shopping,59.2,2032-09-10 06:48:26,Solar,0,0.3
9622,15429,Hydra Loop,32.97,164,4.194,HyperLoop,Leisure,61.7,2032-02-21 21:06:24,Wind,0,0.3
9623,85442,Solaris Sector,32.83,46,1.619,HyperLoop,Shopping,49.2,2032-04-01 10:40:08,HydroGrid,0,0.61
9624,81230,AeroTech District,31.02,80,0.443,HoverCab,Shopping,72.5,2032-09-04 02:28:28,Wind,0,0.41
9625,39918,AeroTech District,33.03,143,0.116,HyperLoop,Work,53.7,2032-06-18 19:33:02,FusionCell,0,0.89
9626,88850,AeroTech District,36.32,135,1.479,HyperLoop,Leisure,72.4,2032-06-16 17:45:35,Wind,0,0.39
9627,66726,Hydra Loop,32.08,48,5.551,MagRail,Health,69.5,2032-01-05 16:37:19,Solar,0,0.39
9628,54022,Neon Habitat,33.68,80,0.081,E-Bike,Commute,65.3,2032-11-18 03:38:35,Wind,0,0.74
9629,64128,Solaris Sector,33.45,158,0.002,HyperLoop,Commute,68.7,2032-07-06 00:59:03,Solar,0,0.7
9630,87923,Neon Habitat,41.62,22,1.449,Walk,Health,74.9,2032-06-24 20:19:16,FusionCell,0,0.47
9631,42884,Solaris Sector,26.44,23,2.574,Walk,Work,72.5,2032-11-30 18:55:37,FusionCell,0,0.49
9632,85737,Neon Habitat,30.51,72,3.552,MagRail,Health,75.1,2032-11-28 11:32:23,FusionCell,0,0.57
9633,52527,AeroTech District,27.92,134,1.666,HoverCab,Health,35.7,2032-02-21 13:25:52,Solar,0,0.92
9634,71194,Hydra Loop,31.53,92,0.29,HoverCab,Leisure,56.8,2032-11-01 20:38:13,HydroGrid,0,0.58
9635,61954,Hydra Loop,29.32,114,8.661,MagRail,Delivery,57.6,2032-02-14 10:04:22,Wind,0,0.61
9636,99719,Neon Habitat,25.64,138,1.059,HyperLoop,Health,64.0,2032-08-19 07:04:17,HydroGrid,0,0.32
9637,17339,Solaris Sector,28.36,25,6.373,HoverCab,Commute,74.2,2032-06-27 17:03:19,HydroGrid,0,0.9
9638,74325,Neon Habitat,29.47,116,1.322,HoverCab,Commute,62.8,2032-12-18 19:19:46,Solar,0,0.91
9639,24965,Quantum Bay,25.86,122,8.852,E-Bike,Shopping,51.8,2032-09-05 20:29:51,FusionCell,0,0.75
9640,58776,Neon Habitat,27.55,68,1.4,HyperLoop,Delivery,65.1,2032-07-24 21:16:09,Wind,0,0.8
9641,17092,AeroTech District,20.91,163,5.893,HoverCab,Work,75.6,2032-11-18 16:48:03,Wind,0,0.66
9642,71552,Quantum Bay,34.99,111,0.693,HoverCab,Health,87.0,2032-01-22 02:10:18,Wind,0,0.27
9643,89262,Quantum Bay,31.58,152,1.885,HyperLoop,Commute,61.8,2032-09-04 22:05:14,Solar,0,0.85
9644,88410,Solaris Sector,32.17,111,2.205,Walk,Health,62.6,2032-06-21 20:14:25,FusionCell,0,0.76
9645,16280,Quantum Bay,29.7,46,0.826,HyperLoop,Work,50.2,2032-08-21 05:08:44,HydroGrid,0,0.72
9646,29750,AeroTech District,23.73,88,0.048,MagRail,Health,62.2,2032-08-23 01:30:13,FusionCell,0,0.62
9647,68309,Hydra Loop,26.81,125,0.246,Walk,Leisure,79.0,2032-08-06 17:59:57,Solar,0,0.12
9648,35268,Quantum Bay,27.03,115,0.974,HyperLoop,Shopping,69.5,2032-12-22 10:27:39,HydroGrid,0,0.52
9649,69288,AeroTech District,35.55,141,4.226,HoverCab,Shopping,79.2,2032-12-23 19:19:19,HydroGrid,0,0.28
9650,81225,Quantum Bay,30.8,173,0.092,MagRail,Leisure,75.2,2032-10-29 23:47:54,HydroGrid,0,0.84
9651,48044,Solaris Sector,34.23,103,2.224,Walk,Delivery,50.2,2032-08-25 17:56:35,HydroGrid,0,0.84
9652,53318,Solaris Sector,28.49,70,1.113,MagRail,Health,54.8,2032-10-04 12:10:23,FusionCell,0,0.29
9653,81801,AeroTech District,28.89,53,8.968,E-Bike,Work,58.7,2032-11-26 02:56:56,Wind,0,0.67
9654,96467,Neon Habitat,20.48,71,0.078,Walk,Health,72.5,2032-08-30 00:33:35,Wind,0,0.19
9655,61793,Neon Habitat,33.97,142,0.209,Walk,Commute,44.9,2032-07-05 11:24:10,Wind,0,0.45
9656,10224,AeroTech District,29.81,116,2.047,MagRail,Work,62.6,2032-12-02 04:05:18,Wind,0,0.83
9657,33092,Quantum Bay,32.97,68,1.521,MagRail,Delivery,66.0,2032-10-06 22:38:20,Wind,0,0.87
9658,85982,Quantum Bay,32.7,78,2.118,HoverCab,Leisure,68.4,2032-12-23 10:15:54,Solar,0,0.2
9659,39371,Hydra Loop,25.23,127,4.78,HyperLoop,Leisure,86.5,2032-10-20 07:44:22,Wind,0,0.82
9660,95058,AeroTech District,26.81,42,1.014,Walk,Health,70.2,2032-03-31 12:23:21,Solar,0,0.57
9661,35816,AeroTech District,28.68,105,0.897,E-Bike,Commute,65.1,2032-01-07 05:50:24,Wind,0,0.62
9662,41736,Neon Habitat,25.86,26,0.245,HyperLoop,Delivery,64.4,2032-01-25 20:15:14,FusionCell,0,0.39
9663,89641,Solaris Sector,26.16,85,2.246,E-Bike,Health,61.6,2032-05-19 15:47:48,FusionCell,0,0.98
9664,10136,Neon Habitat,21.83,89,4.649,HoverCab,Commute,65.1,2032-03-25 09:02:32,Solar,0,0.23
9665,35975,Hydra Loop,29.62,128,0.689,E-Bike,Leisure,75.9,2032-05-23 01:38:07,Wind,0,0.61
9666,79840,AeroTech District,26.73,158,1.84,E-Bike,Health,56.2,2032-07-07 17:34:19,Wind,0,0.21
9667,53379,Hydra Loop,28.81,167,1.171,MagRail,Shopping,74.2,2032-06-12 00:12:17,FusionCell,0,0.9
9668,58652,Hydra Loop,22.01,102,1.153,HoverCab,Delivery,52.1,2032-05-14 15:08:43,Solar,0,0.89
9669,64491,AeroTech District,28.66,43,0.711,HyperLoop,Leisure,56.1,2032-12-17 23:55:44,Solar,0,0.74
9670,48513,Hydra Loop,31.3,78,6.435,HoverCab,Delivery,75.4,2032-01-14 14:29:40,Solar,0,0.34
